Pregunta,Respuesta,Categoría
[MON-18] Logs del sistema crecen sin control y llenan disco (servidores lote #18).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-19] Logs del sistema crecen sin control y llenan disco (servidores lote #19).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[MON-20] Logs del sistema crecen sin control y llenan disco (servidores lote #20).,"Parece que no hay rotación/retención definida. Prueba esto: 2. fija tamaños máximos por log (Propiedades). 3. exporta y limpia con `wevtutil` periódicamente. 4. centraliza logs en un servidor dedicado. Como recomendación, alertas de espacio libre y políticas de retención por criticidad.",Mantenimiento y Monitoreo
[AI-01] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #1).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-02] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #2).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-03] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #3).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-04] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #4).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-05] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #5).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-06] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #6).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-07] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #7).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-08] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #8).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-09] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #9).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-10] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #10).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-11] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #11).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-12] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #12).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-13] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #13).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-14] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #14).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-15] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #15).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-16] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #16).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-17] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #17).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-18] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #18).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-19] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #19).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
[AI-20] Asistente responde desactualizado tras cargar documentos técnicos (ciclo #20).,"Parece que no se reindexó el repositorio vectorial. Prueba esto: 2. lanza el job de reindexación. 3. purga embeddings antiguos. 4. agrega tarea programada post‑cambio y valida con set de pruebas. Como recomendación, automatiza reindexación y registra fuentes en cada respuesta.",Inteligencia Artificial y Asistentes
Migración en vivo falla con 0x80090304 entre hosts Hyper‑V.,"Parece que desincronización de reloj (Kerberos) o SPNs inconsistentes. Sigue estos pasos: 2. `w32tm /resync` en ambos hosts. 3. `setspn -X` para detectar duplicados. 4. verifica grupo 'Hyper‑V Administrators' en ambos hosts. Como recomendación, usa NTP centralizado y monitorea con `w32tm /monitor`.",Virtualización Avanzada
VM no arranca: 'Not enough memory in the system' en Hyper‑V.,"Parece que memoria comprometida o Dynamic Memory mal ajustada. Sigue estos pasos: 2. reduce 'Startup RAM' y ajusta 'Minimum/Maximum RAM'. 3. apaga VMs menos críticas y reintenta. 4. mueve la VM a otro nodo con más recursos. Como recomendación, mantén 20% de memoria libre planificada.",Virtualización Avanzada
No se hace merge de checkpoint tras backup en Hyper‑V.,"Parece que AVHDX huérfanos. Sigue estos pasos: 2. apaga la VM. 3. usa 'Edit Disk' para forzar merge. 4. verifica espacio suficiente en el volumen. Como recomendación, limita snapshots y automatiza limpieza post‑backup.",Virtualización Avanzada
Switch virtual no entrega IP a VMs en un host Hyper‑V.,"Parece que modo Privado/Interno o VLAN incorrecta. Sigue estos pasos: 2. cambia a 'External' si necesitas LAN. 3. establece el VLAN ID correcto. 4. reinicia servicio `vmms` con `net stop vmms && net start vmms`. Como recomendación, usa plantillas de red por tipo de VM.",Virtualización Avanzada
Uso de CPU alto en host con varias VMs en IO intenso.,"Parece que overcommit de vCPU o falta de afinidad NUMA. Sigue estos pasos: 2. reduce vCPU por VM. 3. habilita 'Dynamic Optimization' en cluster. 4. monitorea contadores de Hyper‑V en PerfMon. Como recomendación, mantén baseline y aloca vCPU con disciplina.",Virtualización Avanzada
Outlook queda en 'Conectando' con Exchange On‑Prem.,"Parece que Autodiscover incorrecto o proxy intercepta RPC/HTTP. Sigue estos pasos: 2. 'Test E‑mail AutoConfiguration' en Outlook. 3. excluye dominios internos del proxy. 4. valida registros SCP en AD. Como recomendación, publica Autodiscover correctamente y documenta excepciones.",Correo Corporativo
No puedo enviar como 'Send As' desde buzón compartido.,"Parece que permisos no replicados o mal asignados. Sigue estos pasos: 2. asigna 'Send As' en Exchange. 3. fuerza replicación. 4. prueba desde OWA. Como recomendación, checklist de delegaciones y tiempos de replicación.",Correo Corporativo
Adjuntos grandes quedan en Bandeja de salida.,"Parece que límite de transporte o antivirus inspecciona MAPI. Sigue estos pasos: 2. desactiva inspección MAPI temporalmente. 3. ajusta límite de adjuntos en Exchange. 4. comprime antes de enviar. Como recomendación, política para adjuntos pesados.",Correo Corporativo
Reglas de Outlook no se ejecutan automáticamente.,"Parece que reglas del lado cliente o conflicto de prioridad. Sigue estos pasos: 2. exporta, elimina y crea reglas server‑side. 3. revisa políticas MRM. 4. verifica tamaño total de reglas. Como recomendación, estandariza reglas del lado servidor.",Correo Corporativo
Buzón compartido no muestra carpetas nuevas a algunos usuarios.,"Parece que permisos a nivel de carpeta o OST corrupto. Sigue estos pasos: 2. asigna permisos en raíz del buzón. 3. recrea perfil o limpia caché. 4. valida en OWA. Como recomendación, usa MAPI con permisos consistentes.",Correo Corporativo
Defender marca PUA en scripts internos.,"Parece que heurística por comportamiento. Sigue estos pasos: 2. excluye por hash/ruta firmada vía GPO. 3. revisa y firma scripts con certificado. 4. valida en Security Center. Como recomendación, adopta code‑signing y repositorio controlado.",Seguridad Informática
